N,M,policy,steady_state_mean,steady_state_std,convergence_time,burn_in_mean,post_burn_in_mean,improvement_pct
50,2,Whittle,32.96013333333333,5.2168273014671795,31,34.72813333333333,34.32018666666666,1.1746864213836468
50,2,Myopic,31.714133333333333,4.408108818983488,29,33.903760000000005,34.763333333333335,-2.5353333474910444
50,2,MaxAge,39.06046666666666,4.352715959796442,34,38.98728,40.094613333333335,-2.840242595362735
50,2,Random,63.95226666666665,3.265389780375044,44,70.83045333333334,69.17125333333333,2.3424952431007253
50,5,Whittle,9.001466666666666,1.499144224030645,27,9.300746666666665,9.62848,-3.5237314280143957
50,5,Myopic,9.286266666666666,1.2180304028316462,25,10.049333333333331,9.74768,3.001724824200584
50,5,MaxAge,10.1022,1.6092369634222439,28,9.969813333333333,10.552826666666668,-5.847785849551199
50,5,Random,28.042600000000004,3.393446742702109,49,26.470986666666665,29.2168,-10.372916460990753
